# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 13K of event 'LLC-load-misses'
# Event count (approx.): 11683312
#
# Overhead  Command          Shared Object       Symbol                                                                                                                                                                                    
# ........  ...............  ..................  ..........................................................................................................................................................................................
#
     0.05%  GC Thread#1      libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.05%  C2 CompilerThre  libjvm.so           [.] TypeInstPtr::eq
     0.05%  C2 CompilerThre  libjvm.so           [.] PhaseOutput::estimate_buffer_size
     0.05%  java             [unknown]           [k] 0xffffffffc13f72bb
     0.05%  C2 CompilerThre  libjvm.so           [.] RegionNode::is_CFG
     0.05%  C1 CompilerThre  libjvm.so           [.] LinkedConcreteMethodFinder::find_witness_anywhere
     0.05%  VM Thread        libjvm.so           [.] ThreadSafepointState::examine_state_of_thread
     0.05%  C1 CompilerThre  libjvm.so           [.] EdgeMoveOptimizer::optimize_moves_at_block_end
     0.05%  C2 CompilerThre  libjvm.so           [.] JVMState::interpreter_frame_size
     0.04%  C2 CompilerThre  libjvm.so           [.] PhaseCCP::transform_once
     0.04%  java             libjvm.so           [.] ObjArrayAllocator::initialize
     0.04%  java             libjvm.so           [.] AccessInternal::PostRuntimeDispatch<G1BarrierSet::AccessBarrier<548932ul, G1BarrierSet>, (AccessInternal::BarrierType)2, 548932ul>::oop_access_barrier
     0.04%  C1 CompilerThre  libjvm.so           [.] ciEnv::get_klass_by_name_impl
     0.04%  C2 CompilerThre  libjvm.so           [.] TypeInstPtr::add_offset
     0.04%  java             [unknown]           [k] 0xffffffffc1422c31
     0.04%  C2 CompilerThre  libjvm.so           [.] TypeInt::hash
     0.04%  C2 CompilerThre  libjvm.so           [.] jmpDirNode::oper_input_base
     0.04%  C1 CompilerThre  libpthread-2.31.so  [.] __pthread_mutex_unlock
     0.04%  C2 CompilerThre  libjvm.so           [.] CallStaticJavaDirectNode::oper_input_base
     0.04%  GC Thread#2      libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.04%  C2 CompilerThre  libjvm.so           [.] PhaseChaitin::lower_pressure
     0.04%  C2 CompilerThre  libjvm.so           [.] PhaseIdealLoop::split_if_with_blocks_post
     0.04%  java             libjvm.so           [.] ConstantPool::klass_name_at
     0.04%  C2 CompilerThre  libjvm.so           [.] LinkResolver::lookup_method_in_klasses
     0.04%  java             libjvm.so           [.] CompiledMethod::is_compiled
     0.04%  java             [JIT] tid 672323    [.] java.lang.Object java.rmi.server.RemoteObjectInvocationHandler.invokeRemoteMethod(java.lang.Object, java.lang.reflect.Method, java.lang.Object[])
     0.04%  C2 CompilerThre  libjvm.so           [.] ciObjectFactory::remove_symbols
     0.04%  java             libjvm.so           [.] Method::is_accessor
     0.04%  C2 CompilerThre  libjvm.so           [.] CmpPNode::Opcode
     0.04%  java             [JIT] tid 672323    [.] java.io.ObjectStreamClass java.io.ObjectStreamClass.lookup(java.lang.Class, boolean)
     0.04%  java             [unknown]           [k] 0xffffffffb058c2fb
     0.04%  C1 CompilerThre  libjvm.so           [.] LIR_Assembler::emit_exception_entries
     0.04%  C2 CompilerThre  libjvm.so           [.] ProjNode::is_CFG
     0.04%  C2 CompilerThre  libjvm.so           [.] Node::Identity
     0.04%  C2 CompilerThre  libjvm.so           [.] Block_Stack::most_frequent_successor
     0.04%  C2 CompilerThre  libjvm.so           [.] ProjNode::bottom_type
     0.04%  C2 CompilerThre  libjvm.so           [.] MachNode::peephole
     0.04%  C2 CompilerThre  [unknown]           [k] 0xffffffffafdcce4b
     0.04%  C1 CompilerThre  [unknown]           [k] 0xffffffffaf84d389
     0.04%  C1 CompilerThre  libjvm.so           [.] LIR_OpVisitState::visit
     0.04%  C2 CompilerThre  libjvm.so           [.] PhaseIdealLoop::split_thru_phi
     0.04%  java             [JIT] tid 672323    [.] I2C/C2I adapters
     0.04%  C1 CompilerThre  libjvm.so           [.] DependencyContext::add_dependent_nmethod
     0.04%  C2 CompilerThre  libjvm.so           [.] AccessInternal::PostRuntimeDispatch<G1BarrierSet::AccessBarrier<548932ul, G1BarrierSet>, (AccessInternal::BarrierType)2, 548932ul>::oop_access_barrier
     0.04%  C2 CompilerThre  libjvm.so           [.] Node::add_req
     0.04%  C2 CompilerThre  libjvm.so           [.] ciEnv::get_klass_by_name_impl
     0.04%  C2 CompilerThre  libjvm.so           [.] AccessInternal::PostRuntimeDispatch<G1BarrierSet::AccessBarrier<593988ul, G1BarrierSet>, (AccessInternal::BarrierType)2, 593988ul>::oop_access_barrier
     0.04%  C2 CompilerThre  libjvm.so           [.] PhaseChaitin::compute_initial_block_pressure
     0.04%  java             libjvm.so           [.] InvocationCounter::set_carry_on_overflow
     0.04%  C1 CompilerThre  libjvm.so           [.] Instruction::as_Local
     0.04%  C2 CompilerThre  libjvm.so           [.] TypeNode::bottom_type
     0.04%  C2 CompilerThre  libjvm.so           [.] Chunk::next_chop
     0.04%  java             [unknown]           [k] 0xffffffffafe993fb
     0.04%  C1 CompilerThre  libc-2.31.so        [.] _int_malloc
     0.04%  C2 CompilerThre  libjvm.so           [.] ResourceObj::operator new
     0.04%  GC Thread#4      libjvm.so           [.] G1ParCopyClosure<(G1Barrier)1, false>::do_oop
     0.04%  C2 CompilerThre  libc-2.31.so        [.] __memset_avx2_unaligned_erms
     0.04%  C2 CompilerThre  libjvm.so           [.] Node::format
     0.04%  C2 CompilerThre  libjvm.so           [.] PhaseIterGVN::remove_globally_dead_node
     0.04%  GC Thread#0      libjvm.so           [.] nmethod::oops_do_process_weak
     0.04%  java             [JIT] tid 672323    [.] StubRoutines (2)
     0.04%  C2 CompilerThre  libjvm.so           [.] MachNode::two_adr
     0.04%  C1 CompilerThre  libjvm.so           [.] ConstantPool::klass_at_if_loaded
     0.04%  G1 Service       [unknown]           [k] 0xffffffffaf84d389
