# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 39K of event 'cpu_core/LLC-load-misses/'
# Event count (approx.): 71595221
#
# Overhead  Command          Shared Object       Symbol                                                                                                                                                                                                                       
# ........  ...............  ..................  .............................................................................................................................................................................................................................
#
     0.03%  C1 CompilerThre  libjvm.so           [.] LinearScan::compute_debug_info_for_scope
     0.03%  C2 CompilerThre  libjvm.so           [.] MachNode::peephole
     0.03%  C2 CompilerThre  libjvm.so           [.] RegMask::is_vector
     0.03%  C1 CompilerThre  [unknown]           [k] 0xffffffff86f4e788
     0.03%  C2 CompilerThre  libjvm.so           [.] ciObjectFactory::remove_symbols
     0.03%  C2 CompilerThre  libjvm.so           [.] PhaseIdealLoop::is_dominator
     0.03%  C1 CompilerThre  [unknown]           [k] 0xffffffff86d39591
     0.03%  G1 Conc#3        libjvm.so           [.] OopOopIterateDispatch<G1CMOopClosure>::Table::oop_oop_iterate<InstanceMirrorKlass, oopDesc*>
     0.03%  java             [JIT] tid 682727    [.] void java.util.concurrent.ThreadPoolExecutor.<init>(int, int, long, java.util.concurrent.TimeUnit, java.util.concurrent.BlockingQueue, java.util.concurrent.ThreadFactory, java.util.concurrent.RejectedExecutionHandler)
     0.03%  C1 CompilerThre  libjvm.so           [.] LinearScan::interval_cmp
     0.03%  C2 CompilerThre  libjvm.so           [.] PhaseIdealLoop::build_loop_late_post_work
     0.03%  VM Thread        libjvm.so           [.] ClassLoaderData::is_alive
     0.03%  java             [JIT] tid 682727    [.] void framework.pim.BatchDispatcher$DPUExecutionTask.run()
     0.03%  C2 CompilerThre  libjvm.so           [.] MachCallJavaNode::in_RegMask
     0.03%  G1 Conc#4        libjvm.so           [.] G1CMTask::drain_global_stack
     0.03%  java             [JIT] tid 682727    [.] java.lang.StringBuilder java.util.Formatter$FormatSpecifier.localizedMagnitude(java.lang.StringBuilder, java.lang.CharSequence, int, java.util.Formatter$Flags, int, java.util.Locale)
     0.03%  C1 CompilerThre  libjvm.so           [.] Invoke::input_values_do
     0.03%  C2 CompilerThre  libjvm.so           [.] PhaseCFG::call_catch_cleanup
     0.02%  GC Thread#7      libjvm.so           [.] frame::oops_interpreted_do
     0.02%  C2 CompilerThre  libjvm.so           [.] vmSymbols::find_sid
     0.02%  VM Thread        libjvm.so           [.] G1GCPhaseTimes::reset
     0.02%  C2 CompilerThre  libjvm.so           [.] PhaseIdealLoop::Dominators
     0.02%  C1 CompilerThre  libjvm.so           [.] PhiSimplifier::block_do
     0.02%  C1 CompilerThre  libjvm.so           [.] RangeCheckEliminator::set_process_block_flags
     0.02%  G1 Main Marker   [unknown]           [k] 0xffffffff86d04af0
     0.02%  java             [JIT] tid 682727    [.] java.lang.Object sun.rmi.server.UnicastRef.invoke(java.rmi.Remote, java.lang.reflect.Method, java.lang.Object[], long)
     0.02%  C2 CompilerThre  libjvm.so           [.] ProjNode::is_CFG
     0.02%  C2 CompilerThre  libjvm.so           [.] PhaseChaitin::split_USE
     0.02%  C2 CompilerThre  libjvm.so           [.] PhaseChaitin::new_lrg
     0.02%  C2 CompilerThre  libc-2.31.so        [.] __memcmp_avx2_movbe
     0.02%  java             [JIT] tid 682727    [.] void framework.pim.logger.Logger.logln(java.lang.String)
     0.02%  VM Thread        libjvm.so           [.] PtrQueueSet::flush_queue
     0.02%  GC Thread#12     libjvm.so           [.] CodeHeap::find_blob_unsafe
     0.02%  C2 CompilerThre  libjvm.so           [.] MachSpillCopyNode::oper_input_base
     0.02%  GC Thread#10     [unknown]           [k] 0xffffffff86e90553
     0.02%  C1 CompilerThre  libjvm.so           [.] ResourceBitMap::ResourceBitMap
     0.02%  G1 Conc#4        libjvm.so           [.] G1RebuildRemSetTask::G1RebuildRemSetHeapRegionClosure::do_heap_region
     0.02%  GC Thread#13     libjvm.so           [.] G1ParCopyClosure<(G1Barrier)1, true>::do_oop
