# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 454K of event 'cache-references'
# Event count (approx.): 116173115
#
# Overhead  Command          Shared Object        Symbol                                                                                                                                                                                    
# ........  ...............  ...................  ..........................................................................................................................................................................................
#
     0.29%  G1 Refine#0      libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.29%  C2 CompilerThre  libjvm.so            [.] GrowableArrayWithAllocator<float, GrowableArray<float> >::grow
     0.29%  C2 CompilerThre  libjvm.so            [.] PhaseChaitin::post_allocate_copy_removal
     0.28%  GC Thread#3      libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.27%  G1 Refine#3      libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.26%  java             libpthread-2.28.so   [.] __pthread_mutex_lock
     0.25%  G1 Refine#2      libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.25%  GC Thread#13     libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.25%  GC Thread#18     libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.25%  GC Thread#20     libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.24%  G1 Refine#1      libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.24%  C2 CompilerThre  libc-2.28.so         [.] __memmove_sse2_unaligned_erms
     0.23%  G1 Refine#2      libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.23%  GC Thread#14     libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.23%  GC Thread#15     libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.22%  GC Thread#7      libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.22%  C2 CompilerThre  libjvm.so            [.] PhaseIdealLoop::build_loop_early
     0.22%  GC Thread#6      libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.22%  GC Thread#5      libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.22%  GC Thread#8      libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.21%  GC Thread#17     libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.21%  java             [kernel.kallsyms]    [k] perf_iterate_ctx
     0.21%  C2 CompilerThre  ld-2.28.so           [.] _dl_update_slotinfo
     0.21%  C2 CompilerThre  libjvm.so            [.] NTarjan::DFS
     0.21%  GC Thread#12     libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.20%  DPU_WORK_0000    libpthread-2.28.so   [.] __pthread_mutex_lock
     0.20%  DPU_WORK_0000    libdpu.so.0.0        [.] get_transfer_matrix_index
     0.20%  java             [kernel.kallsyms]    [k] select_task_rq_fair
     0.20%  G1 Refine#5      libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.19%  GC Thread#21     libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.19%  GC Thread#0      libc-2.28.so         [.] __memmove_sse2_unaligned_erms
     0.18%  G1 Refine#4      libjvm.so            [.] OtherRegionsTable::add_reference
     0.18%  GC Thread#22     libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.18%  java             [kernel.kallsyms]    [k] resched_curr
     0.18%  C2 CompilerThre  libjvm.so            [.] PhaseIdealLoop::build_loop_tree
     0.18%  GC Thread#10     libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.18%  DPU_WORK_0000    [kernel.kallsyms]    [k] resched_curr
     0.17%  GC Thread#19     libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.17%  G1 Refine#4      libjvm.so            [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.17%  G1 Refine#1      libjvm.so            [.] G1RemSet::refine_card_concurrently
     0.17%  DPU_WORK_0000    [kernel.kallsyms]    [k] select_task_rq_fair
     0.17%  C2 CompilerThre  libjvm.so            [.] PhaseIFG::init
     0.17%  GC Thread#9      libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.17%  GC Thread#0      libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.17%  GC Thread#4      libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.16%  DPU_WORK_0000    libpthread-2.28.so   [.] __pthread_mutex_unlock_usercnt
     0.16%  C2 CompilerThre  libjvm.so            [.] PhaseIdealLoop::split_if_with_blocks
     0.16%  GC Thread#16     libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.16%  C2 CompilerThre  libjvm.so            [.] Compile::identify_useful_nodes
     0.16%  G1 Refine#2      libjvm.so            [.] G1RemSet::refine_card_concurrently
     0.15%  DPU_MRAM_0100    libdpuhw.so.2023.1   [.] threads_write_to_rank
     0.15%  G1 Refine#3      libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.15%  C2 CompilerThre  libjvm.so            [.] PhaseChaitin::build_ifg_physical
     0.15%  java             [kernel.kallsyms]    [k] _raw_spin_lock
     0.14%  C2 CompilerThre  libjvm.so            [.] PhaseIFG::SquareUp
     0.14%  GC Thread#1      libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.14%  G1 Refine#4      libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.14%  VM Thread        [kernel.kallsyms]    [k] perf_iterate_ctx
     0.14%  G1 Refine#8      libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.14%  java             perf-15043.map       [.] void pim.algorithm.TreeWriter.convertCPUTreeToPIMTree(pim.algorithm.TreeNode, int, int, int)
     0.13%  java             perf-15043.map       [.] StubRoutines (2)
     0.13%  C2 CompilerThre  libjvm.so            [.] PhaseLive::add_liveout
     0.13%  DPU_WORK_0000    [kernel.kallsyms]    [k] _raw_spin_lock
     0.13%  GC Thread#5      libjvm.so            [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.13%  C2 CompilerThre  libjvm.so            [.] PhaseIFG::remove_node
     0.13%  C2 CompilerThre  libjvm.so            [.] PhaseChaitin::add_input_to_liveout
     0.12%  GC Thread#15     libjvm.so            [.] G1ScanCardClosure::do_oop_work<narrowOop>
     0.12%  C2 CompilerThre  libjvm.so            [.] PhaseChaitin::interfere_with_live
     0.11%  G1 Refine#13     libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.11%  G1 Refine#12     libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.11%  G1 Refine#3      libjvm.so            [.] G1RemSet::refine_card_concurrently
     0.11%  C2 CompilerThre  libc-2.28.so         [.] __memset_avx2_unaligned_erms
     0.11%  C2 CompilerThre  libjvm.so            [.] PhaseIdealLoop::get_late_ctrl_with_anti_dep
     0.10%  C2 CompilerThre  libjvm.so            [.] PhaseChaitin::cache_lrg_info
     0.10%  java             [kernel.kallsyms]    [k] try_to_wake_up
     0.10%  G1 Refine#5      libjvm.so            [.] OtherRegionsTable::add_reference
     0.10%  java             [kernel.kallsyms]    [k] enqueue_entity
     0.10%  GC Thread#13     libjvm.so            [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.10%  java             perf-15043.map       [.] java.util.Formatter java.util.Formatter.format(java.util.Locale, java.lang.String, java.lang.Object[])
     0.10%  G1 Refine#6      libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.10%  G1 Refine#10     libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.09%  C2 CompilerThre  libjvm.so            [.] Compile::remove_useless_nodes
     0.09%  G1 Refine#4      libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.09%  GC Thread#20     libjvm.so            [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.09%  java             [kernel.kallsyms]    [k] update_cfs_rq_h_load
     0.09%  G1 Refine#0      libjvm.so            [.] G1RemSet::clean_card_before_refine
     0.09%  G1 Refine#6      libjvm.so            [.] OtherRegionsTable::add_reference
     0.09%  GC Thread#1      libjvm.so            [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.09%  C2 CompilerThre  libjvm.so            [.] Compile::remove_speculative_types
     0.08%  G1 Refine#5      libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.08%  C2 CompilerThre  ld-2.28.so           [.] __tls_get_addr
     0.08%  G1 Refine#6      libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.08%  G1 Refine#9      libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.08%  G1 Refine#0      libjvm.so            [.] G1HotCardCache::insert
     0.08%  C2 CompilerThre  libjvm.so            [.] IndexSet::IndexSet
     0.08%  java             [kernel.kallsyms]    [k] enqueue_task_fair
     0.08%  GC Thread#2      libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.08%  VM Thread        [kernel.kallsyms]    [k] perf_event_alloc
     0.08%  GC Thread#21     libjvm.so            [.] G1ScanCardClosure::do_oop_work<narrowOop>
     0.08%  C2 CompilerThre  libjvm.so            [.] IndexSet::alloc_block_containing
     0.08%  C2 CompilerThre  libjvm.so            [.] PhaseIdealLoop::dom_lca_for_get_late_ctrl_internal
     0.08%  C2 CompilerThre  libjvm.so            [.] PhaseIFG::re_insert
     0.08%  GC Thread#4      libjvm.so            [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.08%  DPU_WORK_0000    [kernel.kallsyms]    [k] try_to_wake_up
     0.08%  java             [kernel.kallsyms]    [k] available_idle_cpu
     0.08%  G1 Refine#7      libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.08%  java             libpthread-2.28.so   [.] __pthread_mutex_unlock_usercnt
     0.07%  C1 CompilerThre  [kernel.kallsyms]    [k] perf_iterate_ctx
     0.07%  java             [kernel.kallsyms]    [k] __update_load_avg_se
     0.07%  C2 CompilerThre  libjvm.so            [.] PhaseIdealLoop::build_loop_late_post_work
     0.07%  DPU_WORK_0000    [kernel.kallsyms]    [k] enqueue_entity
     0.07%  G1 Refine#0      libjvm.so            [.] oopDesc::size_given_klass
     0.07%  java             [kernel.kallsyms]    [k] get_futex_key_refs.isra.12
     0.07%  G1 Refine#7      libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.07%  G1 Refine#11     libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.07%  GC Thread#18     libjvm.so            [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.07%  java             [kernel.kallsyms]    [k] futex_wake
     0.07%  DPU_WORK_0000    [kernel.kallsyms]    [k] __update_load_avg_se
     0.07%  C2 CompilerThre  ld-2.28.so           [.] update_get_addr
     0.07%  DPU_WORK_0000    [kernel.kallsyms]    [k] get_futex_key_refs.isra.12
     0.07%  C2 CompilerThre  libjvm.so            [.] NodeHash::hash_find_insert
     0.07%  GC Thread#10     libjvm.so            [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.07%  C2 CompilerThre  libjvm.so            [.] PhaseAggressiveCoalesce::insert_copies
     0.07%  java             [kernel.kallsyms]    [k] mark_wake_futex
     0.07%  java             [kernel.kallsyms]    [k] account_entity_enqueue
     0.07%  G1 Refine#7      libjvm.so            [.] OtherRegionsTable::add_reference
     0.07%  G1 Refine#6      libjvm.so            [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.07%  GC Thread#8      libjvm.so            [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.07%  java             libdpu.so.0.0        [.] dpu_thread_job_add_jobs
     0.06%  java             libdpu.so.0.0        [.] get_transfer_matrix_index
     0.06%  GC Thread#18     libjvm.so            [.] G1ParScanThreadState::steal_and_trim_queue
     0.06%  java             perf-15043.map       [.] g1_post_barrier_slow
     0.06%  C2 CompilerThre  libjvm.so            [.] PhaseConservativeCoalesce::update_ifg
     0.06%  GC Thread#2      libjvm.so            [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.06%  DPU_WORK_0000    [kernel.kallsyms]    [k] update_load_avg
     0.06%  java             [kernel.kallsyms]    [k] clear_page_erms
     0.06%  G1 Refine#16     libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.06%  DPU_WORK_0000    [kernel.kallsyms]    [k] mark_wake_futex
     0.06%  java             libdpu.so.0.0        [.] dpu_copy_symbol_dpu
     0.06%  GC Thread#21     [kernel.kallsyms]    [k] copy_page
     0.06%  DPU_WORK_0000    [kernel.kallsyms]    [k] __x64_sys_futex
     0.06%  java             libpthread-2.28.so   [.] pthread_cond_broadcast@@GLIBC_2.3.2
     0.06%  DPU_WORK_0000    [kernel.kallsyms]    [k] enqueue_task_fair
     0.06%  G1 Refine#5      libjvm.so            [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.06%  java             perf-15043.map       [.] void pim.algorithm.TreeWriter.convertCPUTreeToPIMTree(pim.algorithm.TreeNode, int, int, int)
     0.06%  java             libc-2.28.so         [.] __memset_avx2_unaligned_erms
     0.06%  java             [kernel.kallsyms]    [k] __update_load_avg_cfs_rq
     0.06%  C2 CompilerThre  libjvm.so            [.] Node::replace_by
     0.06%  C2 CompilerThre  libjvm.so            [.] RegMask::clear_to_sets
     0.06%  GC Thread#1      libjvm.so            [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.06%  java             perf-15043.map       [.] void java.util.ArrayDeque.grow(int)
     0.06%  java             [kernel.kallsyms]    [k] place_entity
     0.06%  C2 CompilerThre  libjvm.so            [.] PhaseCFG::schedule_local
     0.06%  C2 CompilerThre  libjvm.so            [.] Dict::Insert
     0.05%  DPU_WORK_0000    [kernel.kallsyms]    [k] __update_load_avg_cfs_rq
     0.05%  C2 CompilerThre  libjvm.so            [.] PhaseCFG::is_uncommon
     0.05%  G1 Refine#4      libjvm.so            [.] G1RemSet::refine_card_concurrently
     0.05%  DPU_WORK_0000    [kernel.kallsyms]    [k] place_entity
     0.05%  C2 CompilerThre  libjvm.so            [.] ProjNode::pinned
     0.05%  DPU_WORK_0000    [kernel.kallsyms]    [k] update_cfs_rq_h_load
     0.05%  C2 CompilerThre  libjvm.so            [.] PhaseChaitin::Select
     0.05%  C2 CompilerThre  libjvm.so            [.] Node::remove_dead_region
     0.05%  GC Thread#7      libjvm.so            [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.05%  G1 Refine#19     libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.05%  java             [kernel.kallsyms]    [k] pick_next_task_fair
     0.05%  GC Thread#20     libjvm.so            [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.05%  GC Thread#11     libjvm.so            [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.05%  java             libpthread-2.28.so   [.] pthread_cond_wait@@GLIBC_2.3.2
     0.05%  C2 CompilerThre  libjvm.so            [.] GrowableArrayWithAllocator<long, GrowableArray<long> >::grow
     0.05%  DPU_WORK_0000    [kernel.kallsyms]    [k] futex_wake
     0.05%  DPU_WORK_0000    libdpu.so.0.0        [.] do_sync_job
     0.05%  G1 Refine#15     libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.05%  GC Thread#5      libjvm.so            [.] G1ParScanThreadState::steal_and_trim_queue
     0.05%  GC Thread#2      libjvm.so            [.] G1ParScanThreadState::steal_and_trim_queue
     0.05%  C2 CompilerThre  libjvm.so            [.] Node::clone
     0.05%  C2 CompilerThre  libjvm.so            [.] PhaseAggressiveCoalesce::coalesce
     0.05%  GC Thread#5      libjvm.so            [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.04%  C2 CompilerThre  libjvm.so            [.] Node::is_CFG
     0.04%  DPU_WORK_0000    [kernel.kallsyms]    [k] available_idle_cpu
     0.04%  G1 Refine#1      libjvm.so            [.] G1HotCardCache::insert
     0.04%  java             [kernel.kallsyms]    [k] wake_up_q
     0.04%  GC Thread#1      libjvm.so            [.] G1ScanCardClosure::do_oop_work<narrowOop>
     0.04%  java             libdpu.so.0.0        [.] dpu_thread_job_do_jobs
     0.04%  GC Thread#22     libjvm.so            [.] G1ParScanThreadState::steal_and_trim_queue
     0.04%  DPU_WORK_0000    [kernel.kallsyms]    [k] pick_next_task_fair
     0.04%  C2 CompilerThre  libjvm.so            [.] RegMask::Size
     0.04%  C2 CompilerThre  libjvm.so            [.] IndexSet::lrg_union
     0.04%  G1 Refine#3      libjvm.so            [.] G1HotCardCache::insert
     0.04%  G1 Refine#20     libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.04%  GC Thread#3      libjvm.so            [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.04%  GC Thread#21     libc-2.28.so         [.] __memmove_sse2_unaligned_erms
     0.04%  GC Thread#15     libjvm.so            [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.04%  C2 CompilerThre  libjvm.so            [.] CallStaticJavaNode::uncommon_trap_request
     0.04%  C2 CompilerThre  libjvm.so            [.] MultiNode::is_CFG
     0.04%  C2 CompilerThre  libjvm.so            [.] PhaseChaitin::gather_lrg_masks
     0.04%  java             [kernel.kallsyms]    [k] update_load_avg
     0.04%  java             [kernel.kallsyms]    [k] __x64_sys_futex
     0.04%  GC Thread#18     libjvm.so            [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.04%  java             perf-15043.map       [.] java.util.HashMap$Node java.util.HashMap.getNode(java.lang.Object)
     0.04%  GC Thread#12     libjvm.so            [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.04%  C2 CompilerThre  libjvm.so            [.] PhaseIterGVN::transform_old
     0.04%  G1 Refine#22     libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.04%  java             perf-15043.map       [.] void pim.dpu.ProxyHelper.invokeMethod(pim.dpu.DPUObjectHandler, java.lang.String, java.lang.String, java.lang.Object[])
     0.04%  GC Thread#14     libjvm.so            [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.04%  G1 Refine#2      libjvm.so            [.] G1HotCardCache::insert
     0.04%  GC Thread#13     libjvm.so            [.] G1ScanCardClosure::do_oop_work<narrowOop>
     0.04%  GC Thread#8      libjvm.so            [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.04%  C2 CompilerThre  libjvm.so            [.] PhaseIdealLoop::split_if_with_blocks_pre
     0.04%  GC Thread#0      libjvm.so            [.] G1ScanCardClosure::do_oop_work<narrowOop>
     0.04%  DPU_WORK_0000    libpthread-2.28.so   [.] pthread_cond_wait@@GLIBC_2.3.2
     0.04%  C2 CompilerThre  libjvm.so            [.] JVMState::debug_start
     0.04%  GC Thread#13     libjvm.so            [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.04%  C2 CompilerThre  libjvm.so            [.] PhaseIdealLoop::is_dominator
     0.04%  C2 CompilerThre  libjvm.so            [.] PhaseChaitin::elide_copy
     0.04%  java             [kernel.kallsyms]    [k] activate_task
     0.04%  java             perf-15043.map       [.] pim.algorithm.BSTBuilder$Pair pim.algorithm.IntIntValuePairGenerator.genPair()
     0.04%  C2 CompilerThre  libjvm.so            [.] PhaseChaitin::build_ifg_virtual
     0.04%  java             libdpu.so.0.0        [.] dpu_thread_job_pop_unlocked
     0.04%  C2 CompilerThre  libjvm.so            [.] Compile::final_graph_reshaping_walk
     0.04%  G1 Refine#8      libjvm.so            [.] OtherRegionsTable::add_reference
     0.04%  java             libpthread-2.28.so   [.] __condvar_dec_grefs
     0.04%  java             perf-15043.map       [.] int pim.utils.BytesUtils.readU4LittleEndian(byte[], int)
     0.04%  G1 Refine#2      libjvm.so            [.] G1RemSet::clean_card_before_refine
     0.04%  java             libjvm.so            [.] InstanceKlass::find_method_index
     0.04%  GC Thread#10     libjvm.so            [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.04%  C2 CompilerThre  libjvm.so            [.] CProjNode::is_block_proj
     0.03%  GC Thread#20     libjvm.so            [.] G1ParScanThreadState::steal_and_trim_queue
     0.03%  java             perf-15043.map       [.] java.util.HashMap$Node java.util.HashMap.getNode(java.lang.Object)
     0.03%  DPU_WORK_0000    [kernel.kallsyms]    [k] activate_task
     0.03%  GC Thread#16     libjvm.so            [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.03%  G1 Refine#16     libjvm.so            [.] OtherRegionsTable::add_reference
     0.03%  G1 Refine#14     libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.03%  java             libjvm.so            [.] aci_CopyRight
     0.03%  GC Thread#9      libjvm.so            [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.03%  java             [kernel.kallsyms]    [k] __schedule
     0.03%  GC Thread#7      libjvm.so            [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.03%  DPU_POLL_0000    [kernel.kallsyms]    [k] _raw_spin_lock
     0.03%  GC Thread#6      libjvm.so            [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.03%  C2 CompilerThre  libjvm.so            [.] PhaseIdealLoop::compute_early_ctrl
     0.03%  G1 Refine#9      libjvm.so            [.] OtherRegionsTable::add_reference
     0.03%  java             libdpu.so.0.0        [.] dpu_transfer_matrix_add_dpu
     0.03%  DPU_WORK_0000    [kernel.kallsyms]    [k] wake_up_q
     0.03%  VM Thread        [kernel.kallsyms]    [k] __init_waitqueue_head
     0.03%  G1 Refine#17     libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.03%  GC Thread#12     libjvm.so            [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.03%  G1 Refine#1      libjvm.so            [.] G1RemSet::clean_card_before_refine
     0.03%  GC Thread#4      libjvm.so            [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.03%  DPU_WORK_0000    libpthread-2.28.so   [.] __pthread_mutex_cond_lock
     0.03%  java             [kernel.kallsyms]    [k] get_page_from_freelist
     0.03%  GC Thread#19     libjvm.so            [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.03%  java             [kernel.kallsyms]    [k] wake_q_add
     0.03%  C2 CompilerThre  [kernel.kallsyms]    [k] page_fault
